ID,n_models,n_arch,recall_mean,ratio_mean,wer_mean,wer_min,wer_std,ref_words,category,category_naive
281474976879627_f1171_chunk_0.wav,9,4,0.6888888888888889,0.9555555555555555,0.3111111111111111,0.1,0.22047927592204924,10,unflagged,unflagged
281474976879629_f1172_chunk_0.wav,9,4,0.6811444444444444,1.0676444444444444,0.4251,0.2609,0.18798682799600613,23,unflagged,unflagged
281474976879631_f1173_chunk_0.wav,9,4,0.8147888888888889,1.0185222222222223,0.20373333333333332,0.1667,0.11110000000000002,6,unflagged,unflagged
281474976883724_f2612_chunk_0.wav,9,4,0.9047777777777779,1.005288888888889,0.10051111111111112,0.0,0.06497175240911322,21,unflagged,unflagged
281474976883725_f859_chunk_0.wav,9,4,0.9305555555555556,1.0,0.06944444444444445,0.0,0.04885849749816073,16,unflagged,unflagged
281474976883726_f704_chunk_0.wav,9,4,0.8333333333333334,1.024688888888889,0.17282222222222224,0.1111,0.09798099021975867,9,unflagged,unflagged
281474976883728_f1099_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,7,unflagged,unflagged
281474976883730_f2613_chunk_0.wav,9,4,0.9259222222222222,1.0,0.07407777777777777,0.0,0.12107797877584697,6,unflagged,unflagged
281474976883732_f1101_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,6,unflagged,unflagged
281474976883734_f3093_chunk_0.wav,9,4,0.9192,1.0,0.09259999999999999,0.0,0.0773470264457529,12,unflagged,unflagged
281474976883735_f1100_chunk_0.wav,9,4,0.7575999999999999,1.0,0.2222222222222222,0.0833,0.08332083739644269,12,unflagged,unflagged
281474976883736_f2614_chunk_0.wav,9,4,0.7830555555555556,1.0725,0.2801777777777778,0.1304,0.09504410525879257,23,unflagged,unflagged
281474976883737_f1102_chunk_0.wav,9,4,0.8703666666666667,1.0256333333333334,0.14527777777777776,0.0769,0.06015103444201475,13,unflagged,unflagged
281474976883738_f3094_chunk_0.wav,9,4,0.9583333333333334,1.0277777777777777,0.06944444444444445,0.0,0.12672421938121292,8,unflagged,unflagged
281474976883739_f2680_chunk_0.wav,9,4,0.9259333333333335,1.0,0.07406666666666667,0.0,0.05555,9,unflagged,unflagged
281474976883740_f1104_chunk_0.wav,9,4,0.9091,1.0,0.0909,0.0909,0.0,11,unflagged,unflagged
281474976883742_f708_chunk_0.wav,9,4,0.9333333333333333,1.0505,0.1111,0.0,0.13465614542233117,11,unflagged,unflagged
281474976883744_f1103_chunk_0.wav,9,4,0.9516666666666667,1.058,0.10629999999999999,0.087,0.03155614044841353,23,unflagged,unflagged
281474976883745_f1105_chunk_0.wav,9,4,0.9333222222222223,1.0740888888888889,0.14073333333333332,0.0,0.10243185539664895,15,unflagged,unflagged
281474976883747_f2900_chunk_0.wav,9,4,0.8189444444444445,0.8861111111111111,0.24722222222222223,0.1,0.1337233877990101,40,unflagged,unflagged
281474976883748_f1106_chunk_0.wav,9,4,0.2222222222222222,1.4444444444444444,1.2222222222222223,0.0,0.8333333333333334,1,short_ref,content_mismatch
281474976883749_f2901_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,1,short_ref,unflagged
281474976883750_f1819_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,7,unflagged,unflagged
281474976883760_f2303_chunk_0.wav,9,4,0.9669777777777777,0.9976333333333334,0.05202222222222222,0.0,0.06481205091990565,47,unflagged,unflagged
281474976883763_f2304_chunk_0.wav,9,4,0.9735555555555556,1.0308444444444445,0.053511111111111107,0.037,0.01450477890597134,54,unflagged,unflagged
281474976883771_f611_chunk_0.wav,9,4,0.7671777777777778,1.0355555555555556,0.29333333333333333,0.12,0.18654758106177635,25,unflagged,unflagged
281474976883772_f891_chunk_0.wav,9,4,0.9907444444444445,1.0370333333333333,0.0463,0.0,0.13890000000000002,12,unflagged,unflagged
281474976883776_f428_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,5,unflagged,unflagged
281474976883778_f317_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,6,unflagged,unflagged
281474976883779_f932_chunk_0.wav,9,4,0.9053666666666668,0.9923333333333334,0.09578888888888888,0.0,0.09719303530146135,29,unflagged,unflagged
281474976883781_f736_chunk_0.wav,9,4,0.8582666666666667,1.0185222222222223,0.15554444444444446,0.1,0.06236764207325605,30,unflagged,unflagged
281474976883785_f1225_chunk_0.wav,9,4,0.8803777777777778,1.0277777777777777,0.125,0.0625,0.0625,16,unflagged,unflagged
281474976883787_f196_chunk_0.wav,9,4,0.9333222222222223,0.9833333333333333,0.13333333333333333,0.0,0.11726039399558573,20,unflagged,unflagged
281474976883790_f40_chunk_0.wav,9,4,0.9444333333333333,1.0185222222222223,0.07407777777777777,0.0,0.12107797877584695,6,unflagged,unflagged
281474976883792_f933_chunk_0.wav,9,4,0.8076777777777777,0.8730111111111111,0.2571333333333333,0.0,0.21570340748351657,35,unflagged,unflagged
281474976883795_f197_chunk_0.wav,9,4,0.7777777777777778,1.0,0.2222222222222222,0.0,0.4409585518440985,1,short_ref,unflagged
281474976883805_f3103_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,13,unflagged,unflagged
281474976883809_f3104_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,11,unflagged,unflagged
281474976883813_f3237_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,13,unflagged,unflagged
281474976883813_f3237_chunk_1.wav,9,4,1.0,1.0,0.0,0.0,0.0,7,unflagged,unflagged
281474976883816_f1637_chunk_0.wav,9,4,0.9012333333333333,0.9298333333333333,0.09357777777777779,0.0,0.14118556740844457,19,unflagged,unflagged
281474976883818_f1638_chunk_0.wav,9,4,0.9607888888888889,1.0130666666666666,0.05881111111111111,0.0,0.10187345636185664,17,unflagged,unflagged
281474976883818_f3003_chunk_0.wav,9,4,0.9607888888888889,1.0130666666666666,0.05881111111111111,0.0,0.10187345636185664,17,unflagged,unflagged
281474976883820_f1191_chunk_0.wav,9,4,0.7222222222222222,0.8333333333333334,0.2777777777777778,0.0,0.12147816447594376,8,unflagged,unflagged
281474976883823_f1639_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,5,unflagged,unflagged
281474976883823_f3004_chunk_0.wav,9,4,1.0,1.0,0.0,0.0,0.0,5,unflagged,unflagged
281474976883828_f1641_chunk_0.wav,9,4,0.8650555555555556,0.9555333333333333,0.1333111111111111,0.0667,0.033325007293489244,15,unflagged,unflagged
281474976883829_f1640_chunk_0.wav,9,4,0.8376444444444444,1.0158666666666667,0.18255555555555555,0.0714,0.08072693340997028,14,unflagged,unflagged
281474976883831_f1642_chunk_0.wav,9,4,0.7172,0.8182,0.2828,0.2727,0.030299999999999994,11,unflagged,unflagged
281474976883831_f2910_chunk_0.wav,9,4,0.9876555555555555,1.024688888888889,0.037033333333333335,0.0,0.1111,9,unflagged,unflagged
281474976883833_f1643_chunk_0.wav,9,4,0.9222222222222223,1.011111111111111,0.1,0.0,0.1224744871391589,10,unflagged,unflagged
281474976883833_f2397_chunk_0.wav,9,4,0.9222222222222223,0.9888888888888889,0.07777777777777778,0.0,0.097182531580755,10,unflagged,unflagged
281474976883837_f1644_chunk_0.wav,9,4,0.8939222222222223,1.0252555555555556,0.13132222222222223,0.0455,0.08016075688542647,22,unflagged,unflagged
281474976883837_f2398_chunk_0.wav,9,4,0.8586,1.0505,0.1919,0.0909,0.1396760985279873,11,unflagged,unflagged
