ID,n_models,n_arch,recall_mean,ratio_mean,wer_mean,wer_min,wer_std,ref_words,category,category_naive
-2aOCNaOiLs,9,4,1.0,1.8666666666666667,0.8666666666666667,0.8,0.09999999999999996,5,clip_over_run,clip_over_run
-2lB-X3HPXM,9,4,0.8992222222222223,0.9466111111111112,0.26841111111111116,0.2208,0.03179915267913771,77,unflagged,unflagged
-4d6Ny2s798,9,4,0.7777999999999999,0.893788888888889,0.28104444444444443,0.2059,0.08068898795856703,68,unflagged,unflagged
-5m_BowoR-o,9,4,0.8132222222222222,0.9923888888888889,0.2329,0.1644,0.037518995189103864,73,unflagged,unflagged
-_SHiJTOZDc,9,4,0.9055555555555556,1.0725777777777779,0.36593333333333333,0.28,0.102858349199275,75,unflagged,unflagged
-clXHOKhfmA,9,4,0.9592777777777778,1.0584666666666667,0.11989999999999999,0.0789,0.029746428357031368,38,unflagged,unflagged
-nMmeBiCtYQ,9,4,0.9884444444444443,1.001711111111111,0.07176666666666666,0.0615,0.010889444430272833,65,unflagged,unflagged
00mvx4IjD5M,9,4,0.9539111111111112,1.0078333333333331,0.05165555555555556,0.0282,0.01989328474078069,71,unflagged,unflagged
03RUhJ9-zfY,9,4,0.9444222222222223,1.163722222222222,0.22514444444444445,0.0789,0.13553937722218504,38,unflagged,unflagged
0AuMdY3IyJ8,9,4,0.9949444444444444,1.0596333333333332,0.06505555555555556,0.0244,0.07214518540954606,41,unflagged,unflagged
0FA1bzcwRvU,9,4,0.8262222222222222,0.9821444444444444,0.24604444444444443,0.125,0.10249813548439687,56,unflagged,unflagged
0FeQDUzsvws,9,4,0.9932666666666665,1.0297666666666667,0.045644444444444446,0.0179,0.015743817128567577,56,unflagged,unflagged
0JJxZ-OSEek,9,4,0.8703666666666667,1.0528444444444445,0.17483333333333334,0.1311,0.0393258184911643,61,unflagged,unflagged
0K6vyowDAKM,9,4,0.8425888888888889,0.8376222222222223,0.22223333333333337,0.0769,0.10880311346648129,39,unflagged,unflagged
0PlA1DtO82Q,9,4,0.9506444444444444,0.9938333333333333,0.06175555555555555,0.0278,0.07186318791827828,36,unflagged,unflagged
0UMP-SyxYRk,9,4,0.9489444444444444,1.0,0.1712111111111111,0.0984,0.060847667261047164,61,unflagged,unflagged
0jtWezz2ekE,9,4,0.9598777777777777,0.9912888888888889,0.05444444444444444,0.0196,0.03363239179389087,51,unflagged,unflagged
0knm9eQ7kWc,9,4,0.9209888888888889,0.9765111111111112,0.1111,0.0704,0.03755625780079799,71,unflagged,unflagged
0oX6aK6dQXo,9,4,0.963,0.9759444444444445,0.15913333333333332,0.1081,0.08270843366912471,37,unflagged,unflagged
0pgGn4CkDTM,9,4,0.7514666666666667,0.9150333333333334,0.25980000000000003,0.1765,0.054011248828369066,68,unflagged,unflagged
0r5swIL1F6o,9,4,0.9798000000000001,1.015311111111111,0.051722222222222225,0.0172,0.03757831082478887,58,unflagged,unflagged
0zceBXshBzA,9,4,0.9753333333333334,1.0079444444444445,0.02978888888888889,0.0179,0.023610190831738553,56,unflagged,unflagged
0zjKlCwN47M,9,4,0.9290222222222222,1.0377222222222224,0.1257777777777778,0.0755,0.034012379282320794,53,unflagged,unflagged
13K-O-K_THA,9,4,0.9620444444444445,1.0016444444444443,0.033166666666666664,0.0,0.03319864455064393,67,unflagged,unflagged
14O204U0OH8,9,4,0.9583333333333334,1.0622222222222222,0.10222222222222223,0.04,0.056960024968783544,25,unflagged,unflagged
1AdA1nz7IYI,9,4,0.7777777777777778,0.9435444444444444,0.3005555555555556,0.2459,0.04178418095138133,61,unflagged,unflagged
1ElNjIBL7Ys,9,4,0.8333333333333334,0.901988888888889,0.15685555555555555,0.0588,0.06578140145799402,17,unflagged,unflagged
1Gqi2iL7ZN8,9,4,0.7654444444444445,1.124188888888889,0.5326888888888889,0.4412,0.18971507876579322,34,unflagged,unflagged
1IZIUM290eQ,9,4,0.8558555555555556,1.0064444444444445,0.11271111111111111,0.0725,0.026868217490393947,69,unflagged,unflagged
1JGSQQRu4fg,9,4,0.5885888888888888,0.7829555555555555,0.5142000000000001,0.3953,0.06520692064497449,43,unflagged,unflagged
1czy66XXb3I,9,4,0.9772222222222222,0.9722222222222222,0.10897777777777778,0.0769,0.03724089747098537,52,unflagged,unflagged
1eUVC4bI7QE,9,4,0.9666666666666666,0.9777777777777779,0.05777777777777778,0.02,0.03666666666666667,50,unflagged,unflagged
1hadPYzPb8A,9,4,0.8518777777777777,1.018511111111111,0.16665555555555556,0.1111,0.055550002500249974,18,unflagged,unflagged
1wxhLYiHFaE,9,4,0.9333333333333333,1.0341777777777776,0.09971111111111111,0.0,0.06715402900132732,39,unflagged,unflagged
25UByVFCU1o,9,4,0.8376222222222222,1.1444444444444446,0.3111111111111111,0.18,0.08550503558920441,50,unflagged,unflagged
2ESlSTRjDes,9,4,0.9463333333333332,0.9678555555555555,0.05845555555555556,0.0263,0.02194334244771698,38,unflagged,unflagged
2GUhefYmeX8,9,4,0.8703666666666667,0.976311111111111,0.14388888888888887,0.0656,0.05296134072237136,61,unflagged,unflagged
2ImpEVHGU1k,9,4,0.8388888888888889,1.1030444444444445,0.2626222222222222,0.1818,0.06239703073419795,55,unflagged,unflagged
2LyY4t0Gfvs,9,4,0.9277777777777777,1.0216,0.1928888888888889,0.0694,0.07591201229786437,72,unflagged,unflagged
2O7hALzoIBw,9,4,0.8888888888888888,0.8672555555555556,0.2525555555555556,0.2208,0.026052068589226793,77,unflagged,unflagged
2R41rRfi_sE,9,4,0.9258888888888889,0.9951666666666666,0.10146666666666665,0.0435,0.03762881209924119,23,unflagged,unflagged
2TBZdm1RbH0,9,4,0.962111111111111,1.0250555555555556,0.09234444444444444,0.0282,0.05180371876398235,71,unflagged,unflagged
2eMzsfgLgsE,9,4,0.9305555555555556,0.9647333333333334,0.15873333333333334,0.1111,0.0673283558391262,63,unflagged,unflagged
2r8gTxdE_1c,9,4,0.8888777777777778,0.9636333333333335,0.14342222222222223,0.0727,0.05486744886036206,55,unflagged,unflagged
2s-sOiJJv88,9,4,0.8918111111111112,1.0215,0.1147,0.0645,0.04226203970468061,62,unflagged,unflagged
3EPOnholF9w,9,4,0.9941555555555556,1.1726555555555556,0.18916666666666665,0.1081,0.17039407266686246,74,unflagged,unflagged
3GANGKHWwL4,9,4,0.9248666666666667,1.0022222222222221,0.14222222222222222,0.06,0.06437735971942654,50,unflagged,unflagged
3K_BNO3gZwc,9,4,0.9786333333333334,1.043222222222222,0.0679,0.0,0.10945862231912112,36,unflagged,unflagged
3R-xR6NFIAQ,9,4,0.9735444444444445,0.9764333333333334,0.023566666666666666,0.0,0.05199293221198435,33,unflagged,unflagged
3_GaTA2VGrA,9,4,0.9650888888888889,1.1246999999999998,0.22446666666666668,0.1224,0.12031772521120901,49,unflagged,unflagged
3_fbFmQzXiY,9,4,0.971311111111111,0.9876444444444444,0.07716666666666666,0.0278,0.03336869790687075,36,unflagged,unflagged
3aKR45fWqv8,9,4,0.9361111111111112,1.0033777777777777,0.08924444444444445,0.0152,0.05380009551829603,66,unflagged,unflagged
3i2gu74ghKg,9,4,0.9728555555555557,0.9814777777777777,0.07563333333333333,0.0139,0.08393834046489126,72,unflagged,unflagged
3iplfAfGzzI,9,4,0.9038999999999999,0.8447444444444444,0.26634444444444444,0.2206,0.0793456065436378,68,unflagged,unflagged
3luBQ6LxMEE,9,4,0.8586,1.0370444444444444,0.2074,0.0,0.17776406414120938,15,unflagged,unflagged
3ojjm8CR4ag,9,4,0.9294666666666667,0.9880222222222224,0.06837777777777777,0.0308,0.025626684226494154,65,unflagged,unflagged
3pDVU2ptuXc,9,4,0.9213888888888889,1.0591444444444444,0.17173333333333332,0.1039,0.06387587572785206,77,unflagged,unflagged
3rvPfIT3Wro,9,4,0.9292777777777778,1.0204555555555557,0.08186666666666667,0.0526,0.0365176669572414,76,unflagged,unflagged
3vVJkvTsbXQ,9,4,0.8518444444444445,1.9714444444444443,1.126988888888889,0.8857,0.42285423447224835,35,clip_over_run,clip_over_run
43O4YSx0s1g,9,4,0.8549222222222223,0.9555555555555555,0.14444444444444446,0.14,0.008819171036881963,50,unflagged,unflagged
45CcdjPrxoM,9,4,0.8811333333333333,0.9690222222222222,0.1711888888888889,0.1311,0.049953489478825296,61,unflagged,unflagged
4KAQJhDy1Dk,9,4,0.8913444444444445,0.9649333333333333,0.10722222222222222,0.0702,0.028357220322952046,57,unflagged,unflagged
4LgvOdyaJ04,9,4,0.9147111111111111,1.0273333333333332,0.14026666666666665,0.0984,0.04569808529905821,61,unflagged,unflagged
4UFmjCPnhsQ,9,4,0.9275,1.0947444444444445,0.20916666666666664,0.1765,0.02728204537786711,34,unflagged,unflagged
4V2CwQJ8pgc,9,4,0.8994888888888889,0.8697333333333334,0.18773333333333334,0.0345,0.12799459949544745,29,unflagged,unflagged
4VzuvJcfnhQ,9,4,0.9598666666666666,1.0740555555555555,0.12201111111111113,0.0392,0.06262688010040986,51,unflagged,unflagged
4WM8zLqbEsE,9,4,0.9608,1.0328555555555556,0.07576666666666666,0.0455,0.019658776665906756,44,unflagged,unflagged
4XulH3TfbT0,9,4,0.6444444444444444,1.6937444444444445,1.0379444444444443,0.7317,0.19248055168711922,41,unflagged,unflagged
4ZydYE-0994,9,4,0.8539555555555556,0.9940333333333334,0.13094444444444445,0.1071,0.019975554504888665,56,unflagged,unflagged
4nlQwVqruRo,9,4,0.8888888888888888,0.9925777777777777,0.12965555555555555,0.0667,0.061101516165949415,30,unflagged,unflagged
4ohs1xEhq7c,9,4,0.9412,1.0937444444444444,0.16494444444444445,0.0938,0.07617739348243531,64,unflagged,unflagged
4qWsaupbZY0,9,4,0.9093333333333332,1.0892111111111111,0.24748888888888887,0.1061,0.36204110417342267,66,unflagged,unflagged
4vl_r79DBKU,9,4,0.9687000000000001,1.0598333333333334,0.13034444444444446,0.0962,0.031540890567290224,52,unflagged,unflagged
4yCE67VwYJA,9,4,0.7407444444444444,0.9555555555555555,0.37222222222222223,0.25,0.10341394704992382,20,unflagged,unflagged
555SzpKfXjA,9,4,0.8830111111111111,1.0044,0.15203333333333335,0.1316,0.027204595200076023,76,unflagged,unflagged
5IhMAUDmlaE,9,4,0.9379777777777778,0.9362222222222223,0.08562222222222222,0.0492,0.02927288753171515,61,unflagged,unflagged
5QEMR9ZoDR8,9,4,0.9652888888888889,0.968,0.04208888888888889,0.0303,0.014724592052451269,66,unflagged,unflagged
5RySKZMsSco,9,4,0.9716,0.9696777777777777,0.040400000000000005,0.0303,0.015150000000000002,66,unflagged,unflagged
5YurAgw70g0,9,4,0.9888888888888889,1.0,0.03241111111111111,0.0,0.04553480658914794,24,unflagged,unflagged
5Z7Ha-KxSow,9,4,0.9189000000000002,0.9515222222222223,0.10706666666666667,0.0545,0.041117879322747186,55,unflagged,unflagged
