split,ID,Speaker_ID,Speech_Duration_seconds,Gender,Speech_Class,Native_Region,Discipline_Group,Topic,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,-2aOCNaOiLs,222,4.989,M,SLOW,SOUTH,Engineering,Conduction- Cylindrical and Spherical geometries,medium_ft_sizematch_s42,hf_raw,alt,considered in problem forty minus five,considered in problem forty minus five,considered in problem 45. Let us do that.,considered in problem 45 let us do that,0.8333,0.3947,0.5,1.3333
test,vlFdVYAXIxg,125,25.89,M,SLOW,EAST,Engineering,and Computer Aided Design of Filters,medium_ft_sizematch_s42,hf_raw,alt,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,"3, then added with g 3 that will give me x 3, it is fine. What about x 4, x 5, x 6, x 7? Now, you see w n say w 8, n is 8 in our case, w",3 then added with g 3 that will give me x 3 it is fine what about x 4 x 5 x 6 x 7 now you see w n say w 8 n is 8 in our case w,0.7826,0.6995,0.5556,0.8696
test,ZvsSe5sJGdc,60,25.37,M,SLOW,WEST,Engineering,"General Flow Equations Through Porous Media (Contd.), Dupuit's Assumptions",medium_ft_sizematch_s42,hf_raw,alt,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h,0.7143,0.371,0.6667,1.4286
test,ksh6OMRFroI,76,22.93,M,FAST,NORTH,Engineering,-Introduction To Problem Solving and Programming,medium_ft_sizematch_s42,hf_raw,alt,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,"actually compile this program and try to run it. To compile this program we need to use the C compiler and the command for the C compiler is CC. So, the arguments that I have given to the CC command are first of all minus o minus o",actually compile this program and try to run it to compile this program we need to use the c compiler and the command for the c compiler is cc so the arguments that i have given to the cc command are first of all minus o minus o,0.7059,0.6627,0.6471,0.9412
test,RZQTTfU9TNA,284,29.08,M,FAST,SOUTH,Engineering,Encoders and Decoders,medium_ft_sizematch_s42,hf_raw,alt,"normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand , one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight",normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight,This is a practical 3-3 decoder actually I can give you the IC number if you want to it is 74138. Does not matter do not have to remember numbers I do not remember numbers you will always become in fact I am not even sure if it is 128 or 138 I think it is 138. If somebody has a book you can have a quick look at it.,this is a practical 3 3 decoder actually i can give you the ic number if you want to it is 74138 does not matter do not have to remember numbers i do not remember numbers you will always become in fact i am not even sure if it is 128 or 138 i think it is 138 if somebody has a book you can have a quick look at it,0.6944,0.5758,0.6341,0.9861
test,YWACaAGz0Y8,325,10.75,M,SLOW,SOUTH,Non-Engineering,Concept of air parcel and dry adiabatic lapse rate,medium_ft_sizematch_s42,hf_raw,alt,so how much is it eighteen degrees twenty degree centigrade and fifty percent related humidity is considered as the best considered as human comfort,so how much is it eighteen degrees twenty degree centigrade and fifty percent related humidity is considered as the best considered as human comfort,"18 degrees. So, 25 degree centigrade and 50% relative humidity is considered as the best is considered as human comfort. So, all the air",18 degrees so 25 degree centigrade and 50 relative humidity is considered as the best is considered as human comfort so all the air,0.6667,0.4459,0.619,1.0
test,HZwe_fEnLfs,97,19.749,M,SLOW,SOUTH,Engineering,24,medium_ft_sizematch_s42,hf_raw,alt,"So, in a functional dependency here. And none of these functional dependent part of this. So, there is no need for any . Order number and item code are multivariate dependency.",so in a functional dependency here and none of these functional dependent part of this so there is no need for any order number and item code are multivariate dependency,so there is no functional dependency here and none of these functional independent on part of the of this so there is no need for any it is a it is a ordinary 3 n f. Ordn number and item code are multivariate,so there is no functional dependency here and none of these functional independent on part of the of this so there is no need for any it is a it is a ordinary 3 n f ordn number and item code are multivariate,0.6333,0.3728,0.88,1.4333
test,p1ZHzSEsCPc,190,26.411,M,FAST,SOUTH,Non-Engineering,Bijaganita of Bhaskaracarya 2,medium_ft_sizematch_s42,hf_raw,alt,let x square sixty minus seven y square one so here the initial step is x is one y is zero p is zero a is one so next step ei pi one is divisible by ki and pi square is closest to sixty minus seven then we have to choose this to be eight then eight square sixty minus seven one maybe three so the pi and ki you will be eight and three and if you,let x square sixty minus seven y square one so here the initial step is x is one y is zero p is zero a is one so next step ei pi one is divisible by ki and pi square is closest to sixty minus seven then we have to choose this to be eight then eight square sixty minus seven one maybe three so the pi and ki you will be eight and three and if you,"take x squared minus 67 y squared is equal to 1. So, here the initial step is x is 1, y is 0, p is 0, k is 1. So, next step p i plus p i plus 1 is divisible by k i and p i squared is closest to 67. Then we have to choose this to be 8. Then 8 squared minus 67 by 1 will be minus 3. So, the next step p i and k i will be 8 and minus 3. And if you",take x squared minus 67 y squared is equal to 1 so here the initial step is x is 1 y is 0 p is 0 k is 1 so next step p i plus p i plus 1 is divisible by k i and p i squared is closest to 67 then we have to choose this to be 8 then 8 squared minus 67 by 1 will be minus 3 so the next step p i and k i will be 8 and minus 3 and if you,0.6282,0.4,0.6579,1.1538
test,nhzTl_5Syg4,87,19.39,M,FAST,EAST,Engineering,Multilevel Implementation,medium_ft_sizematch_s42,hf_raw,alt,like this so you now let us take the prime number say thirteen factorized such a way so that the reminder is less as possible you may you can say six into two to the divisor and the plus reminder is one you have then if i i say that you take five the divisor five five as a divisor so it will be five into two and the remainder will,like this so you now let us take the prime number say thirteen factorized such a way so that the reminder is less as possible you may you can say six into two to the divisor and the plus reminder is one you have then if i i say that you take five the divisor five five as a divisor so it will be five into two and the remainder will,"like this. So, is the prime let us take a prime number say 13. So, if I say that factorize it in such a way. So, that the remainder is as less as possible. So, you may you can say that I will take 6 into 2. So, 6 is the divisor and the plus the remainder is 1 rather than if I say that you take 5 as the divisor. So, if I take 5 as the divisor. So, it will be 5 into 2 and the remainder will be",like this so is the prime let us take a prime number say 13 so if i say that factorize it in such a way so that the remainder is as less as possible so you may you can say that i will take 6 into 2 so 6 is the divisor and the plus the remainder is 1 rather than if i say that you take 5 as the divisor so if i take 5 as the divisor so it will be 5 into 2 and the remainder will be,0.6056,0.3434,0.7381,1.2817
test,jqhQx9U9kok,80,24.44,M,SLOW,NORTH,Engineering,26 Ray Tracing (Contd.),medium_ft_sizematch_s42,hf_raw,alt,tracing has got a higher solution than i had decided earlier when you look at the boundaries here you see some kind of a stair case pattern here here here and here,tracing has got a higher solution than i had decided earlier when you look at the boundaries here you see some kind of a stair case pattern here here here and here,processing has got a higher resolution than I had decided earlier right. So just to illustrate you here the example you look at here at the boundaries here as you see some staircase kind of a pattern here right here here.,processing has got a higher resolution than i had decided earlier right so just to illustrate you here the example you look at here at the boundaries here as you see some staircase kind of a pattern here right here here,0.5938,0.5583,0.7692,1.2812
