split,ID,Speaker_ID,Speech_Duration_seconds,Gender,Speech_Class,Native_Region,Discipline_Group,Topic,model,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer,cer,ref_recall,length_ratio
test,-2aOCNaOiLs,222,4.989,M,SLOW,SOUTH,Engineering,Conduction- Cylindrical and Spherical geometries,medium_ft_sizematch_s42,hf_clean,alt,considered in problem forty minus five,considered in problem forty minus five,considered in problem 45. Let us do that.,considered in problem forty five let us do that,0.8333,0.3947,0.8333,1.5
test,ZvsSe5sJGdc,60,25.37,M,SLOW,WEST,Engineering,"General Flow Equations Through Porous Media (Contd.), Dupuit's Assumptions",medium_ft_sizematch_s42,hf_clean,alt,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by dx of k dh by dx into h d by dy of k into dh by dy into h,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h,d by d x of minus k d h by d x into h plus d by d y of minus k into d h by d y into h,0.7143,0.371,0.6667,1.4286
test,ksh6OMRFroI,76,22.93,M,FAST,NORTH,Engineering,-Introduction To Problem Solving and Programming,medium_ft_sizematch_s42,hf_clean,alt,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,we need to use the c compiler and the command for the c compiler is c c choose the arguments that i have given to the c c commands are one s t of all minus zero minus zero says that the equivalent machine language program which is generated for this,"actually compile this program and try to run it. To compile this program we need to use the C compiler and the command for the C compiler is CC. So, the arguments that I have given to the CC command are first of all minus o minus o",actually compile this program and try to run it to compile this program we need to use the c compiler and the command for the c compiler is cc so the arguments that i have given to the cc command are first of all minus o minus o,0.7059,0.6627,0.6471,0.9412
test,HZwe_fEnLfs,97,19.749,M,SLOW,SOUTH,Engineering,24,medium_ft_sizematch_s42,hf_clean,alt,"So, in a functional dependency here. And none of these functional dependent part of this. So, there is no need for any . Order number and item code are multivariate dependency.",so in a functional dependency here and none of these functional dependent part of this so there is no need for any order number and item code are multivariate dependency,so there is no functional dependency here and none of these functional independent on part of the of this so there is no need for any it is a it is a ordinary 3 n f. Ordn number and item code are multivariate,so there is no functional dependency here and none of these functional independent on part of the of this so there is no need for any it is a it is a ordinary three n f ordn number and item code are multivariate,0.6333,0.3905,0.88,1.4333
test,vlFdVYAXIxg,125,25.89,M,SLOW,EAST,Engineering,and Computer Aided Design of Filters,medium_ft_sizematch_s42,hf_clean,alt,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,x three its fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w eight five w eight four how much is it minus one w eight five minus w nine,"3, then added with g 3 that will give me x 3, it is fine. What about x 4, x 5, x 6, x 7? Now, you see w n say w 8, n is 8 in our case, w",three then added with g three that will give me x three it is fine what about x four x five x six x seven now you see w n say w eight n is eight in our case w,0.6304,0.6667,0.7778,0.8696
test,jqhQx9U9kok,80,24.44,M,SLOW,NORTH,Engineering,26 Ray Tracing (Contd.),medium_ft_sizematch_s42,hf_clean,alt,tracing has got a higher solution than i had decided earlier when you look at the boundaries here you see some kind of a stair case pattern here here here and here,tracing has got a higher solution than i had decided earlier when you look at the boundaries here you see some kind of a stair case pattern here here here and here,processing has got a higher resolution than I had decided earlier right. So just to illustrate you here the example you look at here at the boundaries here as you see some staircase kind of a pattern here right here here.,processing has got a higher resolution than i had decided earlier right so just to illustrate you here the example you look at here at the boundaries here as you see some staircase kind of a pattern here right here here,0.5938,0.5583,0.7692,1.2812
test,YWACaAGz0Y8,325,10.75,M,SLOW,SOUTH,Non-Engineering,Concept of air parcel and dry adiabatic lapse rate,medium_ft_sizematch_s42,hf_clean,alt,so how much is it eighteen degrees twenty degree centigrade and fifty percent related humidity is considered as the best considered as human comfort,so how much is it eighteen degrees twenty degree centigrade and fifty percent related humidity is considered as the best considered as human comfort,"18 degrees. So, 25 degree centigrade and 50% relative humidity is considered as the best is considered as human comfort. So, all the air",eighteen degrees so twenty five degree centigrade and fifty relative humidity is considered as the best is considered as human comfort so all the air,0.5833,0.3716,0.7619,1.0417
test,nwcOtus_7eo,230,13.909,M,SLOW,NORTH,Engineering,Free Vibration,medium_ft_sizematch_s42,hf_clean,alt,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,this is k one and this is y that means k one y is equal to k two x minus k two y therefore y is,"is y; that means, k1y is equal to k2x minus y. Therefore, y",is y that means k1y is equal to k2x minus y therefore y,0.5769,0.4421,0.5714,0.5
test,RZQTTfU9TNA,284,29.08,M,FAST,SOUTH,Engineering,Encoders and Decoders,medium_ft_sizematch_s42,hf_clean,alt,"normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand , one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight",normally this is a practical three to eight decoder i can give you the ic number if you want to this is seventy minus four thousand one hundred and thirty minus eight it is not necessary to remember numbers in fact i am not even sure it s one hundred and twenty minus eight or one hundred and thirty minus eight but i think it s one hundred and thirty minus eight,This is a practical 3-3 decoder actually I can give you the IC number if you want to it is 74138. Does not matter do not have to remember numbers I do not remember numbers you will always become in fact I am not even sure if it is 128 or 138 I think it is 138. If somebody has a book you can have a quick look at it.,this is a practical three three decoder actually i can give you the ic number if you want to it is seventy four thousand one hundred and thirty eight does not matter do not have to remember numbers i do not remember numbers you will always become in fact i am not even sure if it is one hundred and twenty eight or one hundred and thirty eight i think it is one hundred and thirty eight if somebody has a book you can have a quick look at it,0.5694,0.4848,0.878,1.25
test,l8kIWLWfbZ8,195,15.83,M,FAST,SOUTH,Engineering,- MESFET : Effects of channel length and gate length on IDS and gm,medium_ft_sizematch_s42,hf_clean,alt,it is not vpo it is vpo cylindrical is equal to q nd amplitude twice epsilon r epsilon,it is not vpo it is vpo cylindrical is equal to q nd amplitude twice epsilon r epsilon,"In fact, it is not Vp0, it is Vp0 cylindrical. It is equal to p and d magnitude twice epsilon r epsilon 0.",in fact it is not vp0 it is vp0 cylindrical it is equal to p and d magnitude twice epsilon r epsilon zero,0.5556,0.2907,0.6923,1.2778
